# SPM 84 cm telescope.
# Observers: Raul Michel + Ramon Caballero 2024
# Data reduction: Raul Michel
#    Image             Filter          ExpTime       HJD           AMass    1 (J113130.67+475420.8)  2        3   ...     errs 
201801220606o.fit        I             10.000  2458141.01516148    1.074  15.2427  14.9364  14.9255  15.1635  17.0478  18.6743  16.4723   0.0030   0.0030   0.0030   0.0030   0.0100   0.0300   0.0070
201801220607o.fit        R             10.000  2458141.01558349    1.075  15.3559  14.9398  14.8517  15.1130  17.0093  19.0010  17.9655   0.0040   0.0030   0.0030   0.0030   0.0080   0.0300   0.0150
201801220608o.fit        V             15.000  2458141.01598975    1.075  15.7220  15.2204  15.1008  15.3160  17.2178  19.4865  18.8408   0.0030   0.0030   0.0030   0.0030   0.0070   0.0290   0.0190
201801220609o.fit        B             30.000  2458141.01655389    1.076  16.3390  15.7438  15.5125  15.7249  17.6512  20.3728  20.0175   0.0030   0.0020   0.0020   0.0020   0.0060   0.0330   0.0250
201801220610o.fit        I             10.000  2458141.01719871    1.077  15.0680  14.7682  14.7549  14.9974  16.8876  18.5269  16.3079   0.0030   0.0030   0.0030   0.0030   0.0090   0.0270   0.0060
201801220611o.fit        R             10.000  2458141.01762130    1.078  15.1774  14.7711  14.6827  14.9404  16.8457  18.8314  17.7678   0.0030   0.0030   0.0030   0.0030   0.0080   0.0260   0.0130
201801220612o.fit        V             15.000  2458141.01802629    1.078  15.6845  15.1938  15.0703  15.2915  17.1846  19.3535  18.8407   0.0030   0.0030   0.0030   0.0030   0.0070   0.0270   0.0190
201801220613o.fit        B             30.000  2458141.01859297    1.079  16.3417  15.7657  15.5303  15.7442  17.6491  20.2408  20.0819   0.0030   0.0020   0.0020   0.0020   0.0060   0.0300   0.0270
201801220614o.fit        I             10.000  2458141.01923767    1.080  15.1409  14.8558  14.8373  15.0762  16.9642  18.6116  16.3980   0.0030   0.0030   0.0030   0.0030   0.0090   0.0290   0.0060
201801220615o.fit        R             10.000  2458141.01965933    1.080  15.2612  14.8656  14.7720  15.0317  16.9339  18.9702  17.8755   0.0030   0.0030   0.0030   0.0030   0.0080   0.0290   0.0140
201801220616o.fit        V             15.000  2458141.02006421    1.081  15.7251  15.2413  15.1155  15.3374  17.2347  19.4696  18.8652   0.0030   0.0030   0.0030   0.0030   0.0070   0.0290   0.0190
201801220617o.fit        B             30.000  2458141.02063067    1.082  16.3616  15.7961  15.5576  15.7657  17.6722  20.2904  20.0494   0.0030   0.0020   0.0020   0.0020   0.0060   0.0310   0.0260
201801220618o.fit        I             10.000  2458141.02127571    1.083  15.1297  14.8326  14.8286  15.0640  16.9631  18.5468  16.3875   0.0030   0.0030   0.0030   0.0030   0.0090   0.0280   0.0060
201801220620o.fit        V             15.000  2458141.02210341    1.084  15.7299  15.2560  15.1251  15.3512  17.2394  19.4689  18.8989   0.0030   0.0030   0.0030   0.0030   0.0070   0.0290   0.0200
201801220621o.fit        B             30.000  2458141.02266986    1.085  16.4402  15.8811  15.6438  15.8543  17.7540  20.3996  20.2250   0.0030   0.0030   0.0020   0.0030   0.0070   0.0340   0.0290
201801220622o.fit        I             10.000  2458141.02331537    1.086  15.3054  15.0152  15.0116  15.2548  17.1519  18.7894  16.5653   0.0040   0.0030   0.0030   0.0040   0.0100   0.0350   0.0070
201801220623o.fit        R             10.000  2458141.02373784    1.086  15.3892  15.0202  14.9256  15.1884  17.0852  19.0850  18.0192   0.0040   0.0030   0.0030   0.0030   0.0090   0.0320   0.0150
201801220624o.fit        V             15.000  2458141.02414272    1.087  15.8441  15.3798  15.2545  15.4726  17.3716  19.6021  18.9960   0.0040   0.0030   0.0030   0.0030   0.0080   0.0330   0.0210
201801220625o.fit        B             30.000  2458141.02471033    1.088  16.3566  15.8009  15.5701  15.7735  17.6928  20.3914  20.0972   0.0030   0.0020   0.0020   0.0020   0.0060   0.0340   0.0270
